X,Y,Z,atom
0.0,0.4515417927112003,-1.8126406401968331,C
0.0,-0.9449017498137595,-2.108235993271335,C
0.0,1.3729619063166991,-2.878826843821947,C
0.0,-1.4107972888227687,-3.4279642818350933,C
0.0,0.9065189748752702,-4.1903981898119165,C
0.0,-0.4754669919699584,-4.46413164793725,C
0.0,0.6607373261137331,-0.3956093394256416,C
0.0,-0.5017322339510669,0.3569116533281354,C
0.0,-1.9425111515750846,-0.6500684483009602,S
0.0,2.210748800439132,0.698082164308194,Se
0.0,1.0112670291145571,2.188470832046006,C
0.0,-0.35568321753945475,1.785535076945188,C
0.0,1.3718495194927511,3.539311536848438,C
0.0,0.3610432882874027,4.503968191412782,C
0.0,-1.355153380480303,2.7794421587536298,C
0.0,-0.9940439110600848,4.124395710149729,C
0.0,2.422159604834683,3.8383513476260833,H
0.0,0.629361617554625,5.5625799101877424,H
0.0,-1.7700702494458882,4.892627550417672,H
0.0,-2.408113177026288,2.486957865538851,H
0.0,-2.4814720243555786,-3.6423397782655216,H
0.0,-0.8228216588463938,-5.499406790047992,H
0.0,1.619187618606948,-5.017753868958039,H
0.0,2.4453895565396984,-2.6692581756899485,H
